Id,ParentCountryDivisionId,Name,Code,DivisionType
1,,ایران,ir,0
2,1,مرکزی,00,1
3,1,گیلان,01,1
4,1,مازندران,02,1
5,1,آذربایجان شرقی,03,1
6,1,آذربایجان غربی,04,1
7,1,کرمانشاه,05,1
8,1,خوزستان,06,1
9,1,فارس,07,1
10,1,کرمان,08,1
11,1,خراسان رضوی,09,1
12,1,اصفهان,10,1
13,1,سیستان و بلوچستان,11,1
14,1,کردستان,12,1
15,1,همدان,13,1
16,1,چهارمحال و بختیاری,14,1
17,1,لرستان,15,1
18,1,ایلام,16,1
19,1,کهگیلویه و بویراحمد,17,1
20,1,بوشهر,18,1
21,1,زنجان,19,1
22,1,سمنان,20,1
23,1,یزد,21,1
24,1,هرمزگان,22,1
25,1,تهران,23,1
26,1,اردبیل,24,1
27,1,قم,25,1
28,1,قزوین,26,1
29,1,گلستان,27,1
30,1,خراسان شمالی,28,1
31,1,خراسان جنوبی,29,1
32,1,البرز,30,1
33,2,اراک,01,2
34,2,آشتیان,02,2
35,2,تفرش,03,2
36,2,خمین,04,2
37,2,دلیجان,05,2
38,2,ساوه,06,2
39,2,شازند,07,2
40,2,محلات,09,2
41,2,زرندیه,10,2
42,2,کمیجان,11,2
43,2,خنداب,12,2
44,2,فراهان,13,2
45,3,آستارا,01,2
46,3,آستانه اشرفیه,02,2
47,3,بندرانزلی,03,2
48,3,طوالش,04,2
49,3,رشت,05,2
50,3,رودبار,06,2
51,3,رودسر,07,2
52,3,صومعه سرا,08,2
53,3,فومن,09,2
54,3,لنگرود,10,2
55,3,لاهیجان,11,2
56,3,شفت,12,2
57,3,املش,13,2
58,3,رضوانشهر,14,2
59,3,سیاهکل,15,2
60,3,ماسال,16,2
61,3,خمام,17,2
62,4,آمل,01,2
63,4,بابل,02,2
64,4,بهشهر,04,2
65,4,تنکابن,05,2
66,4,رامسر,06,2
67,4,ساری,07,2
68,4,سوادکوه,08,2
69,4,قایم شهر,10,2
70,4,نور,14,2
71,4,نوشهر,15,2
72,4,بابلسر,16,2
73,4,محمودآباد,18,2
74,4,نکا,19,2
75,4,چالوس,20,2
76,4,جویبار,21,2
77,4,گلوگاه,22,2
78,4,فریدونکنار,23,2
79,4,عباس آباد,24,2
80,4,میاندورود,25,2
81,4,سیمرغ,26,2
82,4,سوادکوه شمالی,27,2
83,4,کلاردشت,28,2
84,5,اهر,02,2
85,5,تبریز,03,2
86,5,سراب,05,2
87,5,مراغه,06,2
88,5,مرند,07,2
89,5,میانه,10,2
90,5,هشترود,11,2
91,5,بناب,12,2
92,5,بستان آباد,13,2
93,5,شبستر,14,2
94,5,کلیبر,15,2
95,5,هریس,16,2
96,5,جلفا,19,2
97,5,ملکان,20,2
98,5,آذرشهر,21,2
99,5,اسکو,22,2
100,5,چاراویماق,23,2
101,5,ورزقان,24,2
102,5,عجب شیر,25,2
103,5,خدا آفرین,26,2
104,5,هوراند,27,2
105,5,لیلان,28,2
106,5,ترکمانچای,29,2
107,6,ارومیه,01,2
108,6,پیرانشهر,02,2
109,6,خوی,03,2
110,6,سردشت,04,2
111,6,سلماس,05,2
112,6,ماکو,06,2
113,6,مهاباد,07,2
114,6,میاندوآب,08,2
115,6,نقده,09,2
116,6,بوکان,10,2
117,6,شاهین دژ,11,2
118,6,تکاب,12,2
119,6,اشنویه,13,2
120,6,چالدران,14,2
121,6,پلدشت,15,2
122,6,چایپاره,16,2
123,6,شوط,17,2
124,6,چهاربرج,18,2
125,6,باروق,19,2
126,6,میرآباد,20,2
127,7,اسلام آبادغرب,01,2
128,7,کرمانشاه,02,2
129,7,پاوه,03,2
130,7,سرپل ذهاب,04,2
131,7,سنقر,05,2
132,7,قصرشیرین,06,2
133,7,کنگاور,07,2
134,7,گیلانغرب,08,2
135,7,جوانرود,09,2
136,7,صحنه,10,2
137,7,هرسین,11,2
138,7,ثلاث باباجانی,12,2
139,7,دالاهو,13,2
140,7,روانسر,14,2
141,8,آبادان,01,2
142,8,اندیمشک,02,2
143,8,اهواز,03,2
144,8,ایذه,04,2
145,8,بندر ماهشهر,05,2
146,8,بهبهان,06,2
147,8,خرمشهر,07,2
148,8,دزفول,08,2
149,8,دشت آزادگان,09,2
150,8,رامهرمز,10,2
151,8,شادگان,11,2
152,8,شوشتر,12,2
153,8,مسجدسلیمان,13,2
154,8,شوش,14,2
155,8,باغ ملک,15,2
156,8,امیدیه,16,2
157,8,لالی,17,2
158,8,هندیجان,18,2
159,8,رامشیر,19,2
160,8,گتوند,20,2
161,8,اندیکا,21,2
162,8,هفتکل,22,2
163,8,هویزه,23,2
164,8,باوی,24,2
165,8,حمیدیه,25,2
166,8,آغاجاری,26,2
167,8,کارون,27,2
168,8,کرخه,28,2
169,8,دزپارت,29,2
170,8,صیدون,30,2
171,9,آباده,01,2
172,9,استهبان,02,2
173,9,اقلید,03,2
174,9,جهرم,04,2
175,9,داراب,05,2
176,9,سپیدان,06,2
177,9,شیراز,07,2
178,9,فسا,08,2
179,9,فیروزآباد,09,2
180,9,کازرون,10,2
181,9,لارستان,11,2
182,9,مرودشت,12,2
183,9,ممسنی,13,2
184,9,نی ریز,14,2
185,9,لامرد,15,2
186,9,بوانات,16,2
187,9,ارسنجان,17,2
188,9,خرم بید,18,2
189,9,زرین دشت,19,2
190,9,قیرو کارزین,20,2
191,9,مهر,21,2
192,9,فراشبند,22,2
193,9,پاسارگاد,23,2
194,9,خنج,24,2
195,9,سروستان,25,2
196,9,رستم,26,2
197,9,گراش,27,2
198,9,کوار,28,2
199,9,خرامه,29,2
200,9,زرقان,30,2
201,9,بیضاء,31,2
202,9,سرچهان,32,2
203,9,کوه چنار,33,2
204,9,خفر,34,2
205,9,بختگان,35,2
206,9,اوز,36,2
207,9,جویم,37,2
208,10,بافت,01,2
209,10,بم,02,2
210,10,جیرفت,03,2
211,10,رفسنجان,04,2
212,10,زرند,05,2
213,10,سیرجان,06,2
214,10,شهربابک,07,2
215,10,کرمان,08,2
216,10,کهنوج,09,2
217,10,بردسیر,10,2
218,10,راور,11,2
219,10,عنبرآباد,12,2
220,10,منوجان,13,2
221,10,کوهبنان,14,2
222,10,رودبارجنوب,15,2
223,10,قلعه گنج,16,2
224,10,ریگان,17,2
225,10,رابر,18,2
226,10,فهرج,19,2
227,10,انار,20,2
228,10,نرماشیر,21,2
229,10,فاریاب,22,2
230,10,ارزوییه,23,2
231,10,گنبکی,24,2
232,10,جازموریان,25,2
233,11,تایباد,04,2
234,11,تربت حیدریه,05,2
235,11,تربت جام,06,2
236,11,درگز,07,2
237,11,سبزوار,08,2
238,11,قوچان,13,2
239,11,کاشمر,14,2
240,11,گناباد,15,2
241,11,مشهد,16,2
242,11,نیشابور,17,2
243,11,چناران,18,2
244,11,خواف,19,2
245,11,سرخس,20,2
246,11,فریمان,22,2
247,11,بردسکن,23,2
248,11,رشتخوار,27,2
249,11,کلات,28,2
250,11,خلیل آباد,29,2
251,11,مه ولات,30,2
252,11,بجستان,31,2
253,11,طرقبه شاندیز,32,2
254,11,فیروزه,33,2
255,11,جغتای,34,2
256,11,زاوه,35,2
257,11,جوین,36,2
258,11,باخرز,37,2
259,11,خوشاب,38,2
260,11,داورزن,39,2
261,11,صالح آباد,40,2
262,11,کوهسرخ,41,2
263,11,زبرخان,42,2
264,11,ششتمد,43,2
265,11,گلبهار,44,2
266,11,میان جلگه,45,2
267,12,اردستان,01,2
268,12,اصفهان,02,2
269,12,خمینی شهر,03,2
270,12,خوانسار,04,2
271,12,سمیرم,05,2
272,12,فریدن,06,2
273,12,فریدونشهر,07,2
274,12,فلاورجان,08,2
275,12,شهرضا,09,2
276,12,کاشان,10,2
277,12,گلپایگان,11,2
278,12,لنجان,12,2
279,12,نایین,13,2
280,12,نجف آباد,14,2
281,12,نطنز,15,2
282,12,شاهین شهرو میمه,16,2
283,12,مبارکه,17,2
284,12,آران و بیدگل,18,2
285,12,تیران وکرون,19,2
286,12,چادگان,20,2
287,12,دهاقان,21,2
288,12,برخوار,22,2
289,12,خور و بیابانک,23,2
290,12,بویین و میاندشت,24,2
291,12,کوهپایه,25,2
292,12,جرقویه,26,2
293,12,ورزنه,27,2
294,12,هرند,28,2
295,13,ایرانشهر,01,2
296,13,چاه بهار,02,2
297,13,خاش,03,2
298,13,زابل,04,2
299,13,زاهدان,05,2
300,13,سراوان,06,2
301,13,نیک شهر,07,2
302,13,راسک,08,2
303,13,کنارک,09,2
304,13,زهک,10,2
305,13,هیرمند,11,2
306,13,دلگان,12,2
307,13,مهرستان,13,2
308,13,سیب و سوران,14,2
309,13,نیمروز,15,2
310,13,هامون,16,2
311,13,میرجاوه,17,2
312,13,قصرقند,18,2
313,13,فنوج,19,2
314,13,بمپور,20,2
315,13,تفتان,21,2
316,13,دشتیاری,22,2
317,13,سرباز,23,2
318,13,گلشن,24,2
319,13,لاشار,25,2
320,13,زرآباد,26,2
321,14,بانه,01,2
322,14,بیجار,02,2
323,14,سقز,03,2
324,14,سنندج,04,2
325,14,قروه,05,2
326,14,مریوان,06,2
327,14,دیواندره,07,2
328,14,کامیاران,08,2
329,14,سروآباد,09,2
330,14,دهگلان,10,2
331,15,تویسرکان,01,2
332,15,ملایر,02,2
333,15,نهاوند,03,2
334,15,همدان,04,2
335,15,کبودرآهنگ,05,2
336,15,اسدآباد,06,2
337,15,بهار,07,2
338,15,رزن,08,2
339,15,فامنین,09,2
340,15,درگزین,10,2
341,16,بروجن,01,2
342,16,شهرکرد,02,2
343,16,فارسان,03,2
344,16,لردگان,04,2
345,16,اردل,05,2
346,16,کوهرنگ,06,2
347,16,کیار,07,2
348,16,سامان,08,2
349,16,بن,09,2
350,16,خانمیرزا,10,2
351,16,فلارد,11,2
352,16,فرخ شهر,12,2
353,17,الیگودرز,01,2
354,17,بروجرد,02,2
355,17,خرم آباد,03,2
356,17,دلفان,04,2
357,17,دورود,05,2
358,17,کوهدشت,06,2
359,17,ازنا,07,2
360,17,پلدختر,08,2
361,17,سلسله,09,2
362,17,چگنی,10,2
363,17,رومشکان,11,2
364,17,معمولان,12,2
365,18,ایلام,01,2
366,18,دره شهر,02,2
367,18,دهلران,03,2
368,18,چرداول,04,2
369,18,مهران,05,2
370,18,آبدانان,06,2
371,18,ایوان,07,2
372,18,ملکشاهی,08,2
373,18,سیروان,09,2
374,18,بدره,10,2
375,18,هلیلان,11,2
376,18,چوار,12,2
377,19,بویراحمد,01,2
378,19,کهگیلویه,02,2
379,19,گچساران,03,2
380,19,دنا,04,2
381,19,بهمیی,05,2
382,19,چرام,06,2
383,19,باشت,07,2
384,19,لنده,08,2
385,19,مارگون,09,2
386,20,بوشهر,01,2
387,20,تنگستان,02,2
388,20,دشتستان,03,2
389,20,دشتی,04,2
390,20,دیر,05,2
391,20,کنگان,06,2
392,20,گناوه,07,2
393,20,دیلم,08,2
394,20,جم,09,2
395,20,عسلویه,10,2
396,21,ابهر,01,2
397,21,خدابنده,03,2
398,21,زنجان,04,2
399,21,ایجرود,06,2
400,21,خرمدره,07,2
401,21,طارم,08,2
402,21,ماهنشان,09,2
403,21,سلطانیه,10,2
404,22,دامغان,01,2
405,22,سمنان,02,2
406,22,شاهرود,03,2
407,22,گرمسار,04,2
408,22,مهدی شهر,05,2
409,22,آرادان,06,2
410,22,میامی,07,2
411,22,سرخه,08,2
412,23,اردکان,01,2
413,23,بافق,02,2
414,23,تفت,03,2
415,23,مهریز,04,2
416,23,یزد,05,2
417,23,میبد,06,2
418,23,ابرکوه,07,2
419,23,اشکذر,08,2
420,23,خاتم,09,2
421,23,بهاباد,11,2
422,23,مروست,12,2
423,23,زارچ,13,2
424,24,ابوموسی,01,2
425,24,بندر عباس,02,2
426,24,بندر لنگه,03,2
427,24,قشم,04,2
428,24,میناب,05,2
429,24,جاسک,06,2
430,24,رودان,07,2
431,24,حاجی آباد,08,2
432,24,بستک,09,2
433,24,خمیر,10,2
434,24,پارسیان,11,2
435,24,سیریک,12,2
436,24,بشاگرد,13,2
437,25,تهران,01,2
438,25,دماوند,02,2
439,25,ری,03,2
440,25,شمیرانات,04,2
441,25,ورامین,06,2
442,25,شهریار,09,2
443,25,اسلامشهر,10,2
444,25,رباط‌کریم,12,2
445,25,پاکدشت,13,2
446,25,فیروزکوه,14,2
447,25,قدس,16,2
448,25,ملارد,17,2
449,25,پیشوا,18,2
450,25,بهارستان,19,2
451,25,پردیس,20,2
452,25,قرچک,21,2
453,26,اردبیل,01,2
454,26,بیله سوار,02,2
455,26,خلخال,03,2
456,26,مشگین شهر,04,2
457,26,گرمی,05,2
458,26,پارس آباد,06,2
459,26,کوثر,07,2
460,26,نمین,08,2
461,26,نیر,09,2
462,26,سرعین,10,2
463,26,اصلاندوز,11,2
464,26,انگوت,12,2
465,27,قم,01,2
466,27,جعفرآباد,02,2
467,27,کهک,03,2
468,28,بویین زهرا,01,2
469,28,تاکستان,02,2
470,28,قزوین,03,2
471,28,آبیک,04,2
472,28,البرز,05,2
473,28,آوج,06,2
474,29,بندرگز,01,2
475,29,ترکمن,02,2
476,29,علی آباد کتول,03,2
477,29,کردکوی,04,2
478,29,گرگان,05,2
479,29,گنبدکاووس,06,2
480,29,مینودشت,07,2
481,29,آق قلا,08,2
482,29,کلاله,09,2
483,29,آزادشهر,10,2
484,29,رامیان,11,2
485,29,مراوه تپه,12,2
486,29,گمیشان,13,2
487,29,گالیکش,14,2
488,30,اسفراین,01,2
489,30,بجنورد,02,2
490,30,جاجرم,03,2
491,30,شیروان,04,2
492,30,فاروج,05,2
493,30,سملقان,06,2
494,30,گرمه,07,2
495,30,راز و جرگلان,08,2
496,30,بام و صفی آباد,09,2
497,30,مانه,10,2
498,31,بیرجند,01,2
499,31,درمیان,02,2
500,31,سربیشه,03,2
501,31,قاینات,04,2
502,31,نهبندان,05,2
503,31,سرایان,06,2
504,31,فردوس,07,2
505,31,بشرویه,08,2
506,31,زیرکوه,09,2
507,31,خوسف,10,2
508,31,طبس,11,2
509,31,عشق آباد,12,2
510,32,کرج,01,2
511,32,ساوجبلاغ,02,2
512,32,نظرآباد,03,2
513,32,طالقان,04,2
514,32,اشتهارد,05,2
515,32,فردیس,06,2
516,32,چهارباغ,07,2
517,33,مرکزی,02,3
518,33,ساروق,03,3
519,33,معصومیه,04,3
520,34,مرکزی,01,3
521,35,مرکزی,02,3
522,36,مرکزی,01,3
523,36,کمره,02,3
524,37,مرکزی,01,3
525,38,مرکزی,03,3
526,38,نوبران,04,3
527,39,مرکزی,01,3
528,39,سربند,02,3
529,39,زالیان,03,3
530,39,قره کهریز,04,3
531,39,مهاجران,05,3
532,40,مرکزی,01,3
533,41,خرقان,01,3
534,41,مرکزی,02,3
535,41,زوایه,03,3
536,42,مرکزی,01,3
537,42,میلاجرد,02,3
538,43,قره چای,01,3
539,43,مرکزی,02,3
540,44,مرکزی,01,3
541,44,خنجین,02,3
542,45,مرکزی,01,3
543,45,لوندویل,02,3
544,46,کیاشهر,01,3
545,46,مرکزی,02,3
546,47,مرکزی,01,3
547,48,مرکزی,03,3
548,48,کرگان رود,04,3
549,48,اسالم,05,3
550,48,حویق,06,3
551,48,جوکندان,07,3
552,49,سنگر,02,3
553,49,کوچصفهان,03,3
554,49,لشت نشاء,04,3
555,49,مرکزی,05,3
556,49,خشکبیجار,06,3
557,50,رحمت آباد و بلوکات,01,3
558,50,عمارلو,02,3
559,50,مرکزی,03,3
560,50,خورگام,04,3
561,50,لوشان,05,3
562,51,رحیم آباد,02,3
563,51,مرکزی,03,3
564,51,چابکسر,04,3
565,51,کلاچای,05,3
566,52,تولم,01,3
567,52,مرکزی,02,3
568,52,میرزا کوچک جنگلی,03,3
569,52,طاهرگوراب,04,3
570,52,ضیابر,05,3
571,53,مرکزی,02,3
572,53,سردارجنگل,03,3
573,54,مرکزی,01,3
574,54,اطاقور,02,3
575,54,کومله,03,3
576,55,مرکزی,02,3
577,55,رودبنه,04,3
578,56,احمد سرگوراب,01,3
579,56,مرکزی,02,3
580,57,رانکوه,01,3
581,57,مرکزی,02,3
582,58,پره سر,01,3
583,58,مرکزی,02,3
584,59,دیلمان,01,3
585,59,مرکزی,02,3
586,60,شاندرمن,01,3
587,60,مرکزی,02,3
588,61,مرکزی,01,3
589,61,چوکام,02,3
590,62,لاریجان,01,3
591,62,مرکزی,02,3
592,62,دابودشت,03,3
593,62,امامزاده عبدالله,04,3
594,62,دشت سر,05,3
595,63,بندپی غربی,01,3
596,63,مرکزی,02,3
597,63,بندپی شرقی,03,3
598,63,بابل کنار,04,3
599,63,لاله آباد,05,3
600,63,گتاب,06,3
601,64,مرکزی,02,3
602,64,یانه سر,04,3
603,65,مرکزی,02,3
604,65,نشتا,03,3
605,65,خرم آباد,04,3
606,65,کوهستان,05,3
607,66,مرکزی,01,3
608,66,دالخانی,02,3
609,67,چهاردانگه,01,3
610,67,دودانگه,02,3
611,67,مرکزی,03,3
612,67,کلیجان رستاق,05,3
613,67,رودپی,06,3
614,67,رودپی شمالی,07,3
615,68,مرکزی,02,3
616,68,زیرآب,03,3
617,69,مرکزی,02,3
618,70,بلده,01,3
619,70,چمستان,02,3
620,70,مرکزی,03,3
621,71,کجور,02,3
622,71,مرکزی,04,3
623,72,مرکزی,02,3
624,72,بهنمیر,03,3
625,72,رودبست,04,3
626,73,سرخرود,01,3
627,73,مرکزی,02,3
628,74,مرکزی,01,3
629,74,هزارجریب,02,3
630,75,مرکزی,02,3
631,75,مرزن آباد,03,3
632,76,گیل خوران,01,3
633,76,مرکزی,02,3
634,76,لاریم,03,3
635,77,کلباد,01,3
636,77,مرکزی,02,3
637,78,دهفری,01,3
638,78,مرکزی,02,3
639,79,مرکزی,01,3
640,79,سلمانشهر,02,3
641,79,کلار,03,3
642,80,مرکزی,01,3
643,80,گهرباران,02,3
644,81,مرکزی,01,3
645,81,تالارپی,02,3
646,82,مرکزی,01,3
647,82,نارنجستان,02,3
648,83,مرکزی,01,3
649,84,مرکزی,02,3
650,84,فندقلو,05,3
651,85,مرکزی,03,3
652,85,خسروشاه,04,3
653,85,باسمنج,05,3
654,86,مرکزی,01,3
655,86,مهربان,02,3
656,87,مرکزی,02,3
657,87,سراجو,03,3
658,88,مرکزی,02,3
659,88,یامچی,03,3
660,88,کشکسرای,04,3
661,89,کاغذکنان,02,3
662,89,کندوان,03,3
663,89,مرکزی,04,3
664,90,مرکزی,02,3
665,90,نظرکهریزی,03,3
666,91,مرکزی,01,3
667,92,تیکمه داش,01,3
668,92,مرکزی,02,3
669,93,صوفیان,01,3
670,93,مرکزی,02,3
671,93,تسوج,03,3
672,94,مرکزی,02,3
673,94,آبش احمد,03,3
674,95,خواجه,01,3
675,95,مرکزی,02,3
676,96,سیه رود,01,3
677,96,مرکزی,02,3
678,97,مرکزی,02,3
679,97,آق منار,03,3
680,98,گوگان,01,3
681,98,ممقان,02,3
682,98,حومه,03,3
683,99,ایلخچی,01,3
684,99,مرکزی,02,3
685,100,شادیان,01,3
686,100,مرکزی,02,3
687,101,خاروانا,01,3
688,101,مرکزی,02,3
689,102,قلعه چای,01,3
690,102,مرکزی,02,3
691,103,مرکزی,01,3
692,103,گرمادوز,02,3
693,103,منجوان,03,3
694,104,مرکزی,01,3
695,104,چهاردانگه,02,3
696,105,مرکزی,01,3
697,105,شیرین کند,02,3
698,106,مرکزی,01,3
699,106,صومعه,02,3
700,107,انزل,01,3
701,107,سیلوانه,02,3
702,107,صومای برادوست,03,3
703,107,مرکزی,04,3
704,107,نازلو,05,3
705,108,مرکزی,01,3
706,108,لاجان,02,3
707,109,مرکزی,02,3
708,109,صفاییه,03,3
709,109,ایواوغلی,04,3
710,109,قطور,05,3
711,109,فیرورق,06,3
712,110,مرکزی,01,3
713,110,ربط,03,3
714,111,مرکزی,01,3
715,111,کوهسار,02,3
716,112,مرکزی,04,3
717,112,بازرگان,05,3
718,113,خلیفان,01,3
719,113,مرکزی,02,3
720,114,مرکزی,03,3
721,114,بکتاش,06,3
722,114,گوگ تپه,07,3
723,114,للکلو,08,3
724,115,مرکزی,02,3
725,115,محمدیار,03,3
726,116,سیمینه,01,3
727,116,مرکزی,02,3
728,117,مرکزی,01,3
729,117,کشاورز,02,3
730,118,مرکزی,01,3
731,118,تخت سلیمان,02,3
732,119,مرکزی,01,3
733,119,نالوس,02,3
734,120,دشتک,01,3
735,120,مرکزی,02,3
736,121,ارس,01,3
737,121,مرکزی,02,3
738,122,حاجیلار,01,3
739,122,مرکزی,02,3
740,123,قره قویون,01,3
741,123,مرکزی,02,3
742,124,مرکزی,01,3
743,124,فیروزآباد,02,3
744,125,مرکزی,01,3
745,125,نختالو,02,3
746,126,مرکزی,01,3
747,126,زاب,02,3
748,127,حمیل,01,3
749,127,مرکزی,03,3
750,128,فیروزاباد,03,3
751,128,مرکزی,04,3
752,128,ماهیدشت,06,3
753,128,کوزران,07,3
754,128,بیلوار,08,3
755,129,باینگان,01,3
756,129,مرکزی,02,3
757,129,نوسود,03,3
758,130,مرکزی,01,3
759,130,قلعه شاهین,02,3
760,130,دشت ذهاب,03,3
761,131,مرکزی,01,3
762,131,کلیایی,02,3
763,131,باوله,03,3
764,132,سومار,01,3
765,132,مرکزی,02,3
766,133,مرکزی,01,3
767,134,مرکزی,01,3
768,134,گواور,02,3
769,135,مرکزی,03,3
770,135,کلاشی,04,3
771,136,دینور,01,3
772,136,مرکزی,02,3
773,137,بیستون,01,3
774,137,مرکزی,02,3
775,138,مرکزی,01,3
776,138,ازگله,02,3
777,138,زمکان,03,3
778,139,گهواره,01,3
779,139,مرکزی,02,3
780,140,شاهو,01,3
781,140,مرکزی,02,3
782,141,اروندکنار,01,3
783,141,مرکزی,02,3
784,142,الوار گرمسیری,01,3
785,142,مرکزی,02,3
786,143,مرکزی,02,3
787,143,اسماعیلیه,04,3
788,143,غیزانیه,05,3
789,144,مرکزی,03,3
790,144,سوسن,04,3
791,145,بندر امام خمینی,01,3
792,145,مرکزی,02,3
793,146,زیدون,02,3
794,146,مرکزی,03,3
795,146,تشان,04,3
796,147,مرکزی,01,3
797,147,مینو,02,3
798,148,سردشت,01,3
799,148,مرکزی,02,3
800,148,چغامیش,03,3
801,148,شهیون,04,3
802,149,بستان,01,3
803,149,مرکزی,02,3
804,150,مرکزی,02,3
805,150,رود زرد,03,3
806,150,سلطان آباد,04,3
807,150,ابولفارس,05,3
808,151,مرکزی,01,3
809,151,خنافره,02,3
810,151,دارخوین,03,3
811,152,مرکزی,02,3
812,152,شعیبیه,03,3
813,152,میان آب,04,3
814,153,مرکزی,03,3
815,153,گلگیر,04,3
816,153,عنبر,05,3
817,154,مرکزی,02,3
818,154,فتح المبین,03,3
819,155,مرکزی,02,3
820,155,میداود,04,3
821,155,قلعه تل,05,3
822,156,جایزان,01,3
823,156,مرکزی,02,3
824,157,مرکزی,01,3
825,157,حتی,02,3
826,158,مرکزی,01,3
827,158,چم خلف عیسی,02,3
828,159,مرکزی,01,3
829,159,مشراگه,02,3
830,160,عقیلی,01,3
831,160,مرکزی,02,3
832,161,آبژدان,01,3
833,161,چلو,02,3
834,161,مرکزی,03,3
835,162,رغیوه,01,3
836,162,مرکزی,02,3
837,163,نیسان,01,3
838,163,مرکزی,02,3
839,164,مرکزی,01,3
840,164,ویس,02,3
841,165,مرکزی,01,3
842,165,گمبوعه,02,3
843,166,مرکزی,01,3
844,166,جولکی,02,3
845,167,مرکزی,01,3
846,167,سویسه,02,3
847,168,مرکزی,01,3
848,168,شاوور,02,3
849,169,مرکزی,01,3
850,169,قارون,02,3
851,170,مرکزی,01,3
852,170,علاء,02,3
853,171,مرکزی,04,3
854,171,بهمن صغاد,05,3
855,172,رونیز,01,3
856,172,مرکزی,02,3
857,173,سده,01,3
858,173,مرکزی,02,3
859,173,حسن آباد,03,3
860,174,سیمکان,02,3
861,174,کردیان,03,3
862,174,مرکزی,04,3
863,175,رستاق,02,3
864,175,مرکزی,03,3
865,175,فورگ,04,3
866,175,جنت,05,3
867,175,فسارود,06,3
868,176,مرکزی,02,3
869,176,همایجان,03,3
870,177,مرکزی,05,3
871,177,ارژن,06,3
872,177,سیاخ دارنگون,07,3
873,177,داریان,08,3
874,178,ششده و قره بلاغ,01,3
875,178,شیبکوه,02,3
876,178,مرکزی,03,3
877,178,نوبندگان,04,3
878,179,مرکزی,03,3
879,179,میمند,04,3
880,180,جره و بالاده,01,3
881,180,کنار تخته و کمارج,02,3
882,180,مرکزی,04,3
883,180,خشت,06,3
884,181,مرکزی,04,3
885,181,بیرم,05,3
886,181,بنارویه,07,3
887,181,صحرای باغ,08,3
888,182,کامفیروز,03,3
889,182,مرکزی,04,3
890,182,درودزن,05,3
891,182,سیدان,06,3
892,182,کامفیروز شمالی,07,3
893,183,ماهور میلانی,02,3
894,183,مرکزی,03,3
895,183,دشمن زیاری,05,3
896,183,جوزار,06,3
897,184,پشتکوه,02,3
898,184,مرکزی,03,3
899,184,قطرویه,04,3
900,185,مرکزی,01,3
901,185,اشکنان,03,3
902,185,علامرودشت,04,3
903,185,چاه ورز,05,3
904,185,خیرگو,06,3
905,186,مرکزی,02,3
906,186,مزایجان,03,3
907,187,مرکزی,01,3
908,188,مشهد مرغاب,01,3
909,188,مرکزی,02,3
910,189,ایزدخواست,01,3
911,189,مرکزی,02,3
912,190,افزر,01,3
913,190,مرکزی,02,3
914,191,گله دار,01,3
915,191,مرکزی,02,3
916,191,وراوی,03,3
917,191,اسیر,04,3
918,192,مرکزی,01,3
919,192,دهرم,02,3
920,193,مرکزی,01,3
921,193,پاسارگاد,02,3
922,194,محمله,01,3
923,194,مرکزی,02,3
924,195,کوهنجان,01,3
925,195,مرکزی,02,3
926,196,سورنا,01,3
927,196,مرکزی,02,3
928,197,مرکزی,01,3
929,197,ارد,02,3
930,198,مرکزی,01,3
931,198,طسوج,02,3
932,199,کربال,01,3
933,199,مرکزی,02,3
934,200,مرکزی,01,3
935,200,رحمت آباد,02,3
936,201,مرکزی,01,3
937,201,بانش,02,3
938,202,مرکزی,01,3
939,202,باغ صفا,02,3
940,202,توجردی,03,3
941,203,مرکزی,01,3
942,203,کوهمره,02,3
943,204,مرکزی,01,3
944,204,راهگان,02,3
945,205,مرکزی,01,3
946,205,حناء,02,3
947,206,مرکزی,01,3
948,206,بیدشهر,02,3
949,207,مرکزی,01,3
950,207,هرم,02,3
951,208,مرکزی,03,3
952,208,خبر,04,3
953,209,مرکزی,03,3
954,209,بروات,07,3
955,209,دهبکری,08,3
956,210,ساردوییه,01,3
957,210,جبالبارز,02,3
958,210,مرکزی,04,3
959,210,اسماعیلی,05,3
960,210,اسفندقه,06,3
961,211,مرکزی,02,3
962,211,کشکوییه,03,3
963,211,نوق,04,3
964,211,فردوس,05,3
965,212,مرکزی,02,3
966,212,یزدان آباد,03,3
967,213,مرکزی,01,3
968,213,پاریز,02,3
969,213,گلستان,03,3
970,213,زیدآباد,04,3
971,213,بلورد,05,3
972,214,مرکزی,01,3
973,214,دهج,02,3
974,215,شهداد,02,3
975,215,گلباف,03,3
976,215,ماهان,04,3
977,215,مرکزی,05,3
978,215,راین,06,3
979,215,چترود,07,3
980,216,مرکزی,04,3
981,216,چاه مرید,05,3
982,217,مرکزی,01,3
983,217,لاله زار,02,3
984,217,گلزار,03,3
985,217,نگار,04,3
986,218,کوهساران,01,3
987,218,مرکزی,02,3
988,219,مرکزی,01,3
989,219,جبالبارزجنوبی,03,3
990,220,مرکزی,01,3
991,220,آسمینون,02,3
992,221,طغرل الجرد,01,3
993,221,مرکزی,02,3
994,222,مرکزی,02,3
995,222,هلیل دشت,03,3
996,223,چاه دادخدا,01,3
997,223,مرکزی,02,3
998,223,سرخ قلعه,03,3
999,224,مرکزی,02,3
1000,224,رحمت آباد,03,3
1001,225,مرکزی,01,3
1002,225,هنزا,02,3
1003,226,مرکزی,01,3
