15435,2088,قوشه لر,037627,6
15436,2088,یانبلاغی سفلی,037645,6
15437,2088,یانبلاغی علیا,037646,6
15438,2088,یهرچی,037651,6
15439,2088,آغبلاغ,037782,6
15440,2088,آسایش,037789,6
15441,2088,الاقیه,037791,6
15442,2088,اجاق کندی,037792,6
15443,2088,ایستگاه آتش بیگ,037797,6
15444,2088,ایستگاه سراجو,037799,6
15445,2088,بابا گرگر,037804,6
15446,2088,باش خلج,037809,6
15447,2088,ترخانلار,037824,6
15448,2088,تکانلو سفلی,037825,6
15449,2088,تلم خان,037826,6
15450,2088,جغل سفلی,037833,6
15451,2088,جغل علیا,037834,6
15452,2088,چبانلو,037837,6
15453,2088,چرتقلو,037840,6
15454,2088,چکن,037842,6
15455,2088,خلیفه کندی/ حمیدیه,037849,6
15456,2088,ذوالقدر,037866,6
15457,2088,ساری قیه,037868,6
15458,2088,سلمان کندی,037874,6
15459,2088,شبده,037882,6
15460,2088,طاستغار,037889,6
15461,2088,عمران کندی,037902,6
15462,2088,قانلودرق,037906,6
15463,2088,قره غورت/ قره عورت,037918,6
15464,2088,قره قیه,037919,6
15465,2088,قزل بلاغ,037921,6
15466,2088,قطعات,037925,6
15467,2088,قورت قیه سی,037929,6
15468,2088,کتله کمر,037932,6
15469,2088,کلب کندی,037933,6
15470,2088,گوبک تپه,037938,6
15471,2088,کهل بلاغ,037941,6
15472,2088,گشایش,037943,6
15473,2088,گنج آباد سفلی,037953,6
15474,2088,گنج آباد علیا,037954,6
15475,2088,لکلر,037958,6
15476,2088,مشک آباد جدید,037963,6
15477,2088,مشک آباد قدیم,037964,6
15478,2088,ملاجیق,037966,6
15479,2088,مندربلاغی,037969,6
15480,2088,ولی کندی,037976,6
15481,2088,یلی درق سفلی,037979,6
15482,2088,یلی درق علیا,037980,6
15483,2089,تازه کند خوشه مهر,031293,6
15484,2089,چلقایی,031294,6
15485,2089,دیزج پروانه,031303,6
15486,2089,ینگی کند خوشه مهر,031322,6
15487,2090,القو,031287,6
15488,2090,دوش,031302,6
15489,2090,روشت بزرگ,031305,6
15490,2090,روشت کوچک,031306,6
15491,2090,زاوشت,031307,6
15492,2090,شورگل,031311,6
15493,2090,قیماس خان,031317,6
15494,2090,قره زکی,031394,6
15495,2090,صور,332061,6
15496,2090,توته خانه,332062,6
15497,2090,فرودگاه مراغه (سهند),332095,6
15498,2091,آخوند قشلاق,031286,6
15499,2091,خانه برق جدید,031296,6
15500,2091,خانه برق عیسی خانی,031297,6
15501,2091,خانه برق قدیم,031298,6
15502,2091,خلیلوند,031300,6
15503,2091,زوارق,031308,6
15504,2091,علی خواجه,031313,6
15505,2091,قره چپق,031314,6
15506,2091,کوته مهر,031318,6
15507,2091,ینگی کند خانه برق,031321,6
15508,2091,چپقلو,031752,6
15509,2091,حاجی مصییب,031753,6
15510,2091,قره قشلاق,031791,6
15511,2091,قشلاق خانه برق,331990,6
15512,2092,آقاجان/ آتاجان,029447,6
15513,2092,تازه کند/ امین آباد,029458,6
15514,2092,خشندرق,029463,6
15515,2092,خلیله ده,029464,6
15516,2092,زگلوجه,029466,6
15517,2092,علی آباد,029472,6
15518,2092,عین الدین,029473,6
15519,2092,قرونا,029474,6
15520,2092,قره بابا,029475,6
15521,2092,قوزلو,029479,6
15522,2092,کنگرلو,029482,6
15523,2092,گل قاسم,029483,6
15524,2092,نوشهر,029486,6
15525,2092,ینگجه,029488,6
15526,2092,آغچه کهل زمانی,037785,6
15527,2092,باشبلاغ,037807,6
15528,2092,جغر,037832,6
15529,2092,جوریم,037835,6
15530,2092,قازان قوزان,037904,6
15531,2092,کلغان,037934,6
15532,2092,گلوجه سعید,037947,6
15533,2092,مشگین جیق,037965,6
15534,2093,آبدار,029532,6
15535,2093,ایشکه دره,029535,6
15536,2093,آقدره,029536,6
15537,2093,المالو,029537,6
15538,2093,چیچکلو,029549,6
15539,2093,چینی بلاغ,029550,6
15540,2093,خا چیک,029552,6
15541,2093,دلی قوروقچی,029553,6
15542,2093,ساری گونی,029555,6
15543,2093,شیخ جعفر,029557,6
15544,2093,قبله مسجد,029559,6
15545,2093,قلعه جوق سفلی,029561,6
15546,2093,قلعه جوق علیا,029562,6
15547,2093,گلشن آباد,029565,6
15548,2093,ورگل,029570,6
15549,2093,هیکل آباد,029573,6
15550,2093,دهناب,037862,6
15551,2093,سیر سفلی,037876,6
15552,2093,سیرعلیا,037877,6
15553,2093,سیر وسطی,037878,6
15554,2093,قرا ین,037907,6
15555,2093,قره چای حاج علی,037914,6
15556,2093,گرگر,037942,6
15557,2093,گوندوغدی,037956,6
15558,2093,ملاقاسم,037967,6
15559,2093,منصورآباد,037970,6
15560,2093,مجیدآباد,332283,6
15561,2094,امامیه,029619,6
15562,2094,بنفشه درق,029621,6
15563,2094,پیرلوجه,029624,6
15564,2094,جداقیه,029626,6
15565,2094,حافظ,029630,6
15566,2094,خشگناب,029631,6
15567,2094,داش آتان/ دانش آباد,029632,6
15568,2094,زگلوجه,029634,6
15569,2094,سعدی,029637,6
15570,2094,شنگل آباد,029638,6
15571,2094,قا شقای,029640,6
15572,2094,قره بابا,029642,6
15573,2094,قران قیه,029643,6
15574,2094,قره چمن,029645,6
15575,2094,قزلجه,029647,6
15576,2094,قییش قورشا ق,029648,6
15577,2094,کوخا لو,029649,6
15578,2094,گجین,029650,6
15579,2094,گلوجه,029651,6
15580,2094,گلهین,029652,6
15581,2094,ملامحمود,029653,6
15582,2094,نارین,029654,6
15583,2094,یله قارشو,029656,6
15584,2094,ازومچی,036144,6
15585,2094,زرین قبا,036158,6
15586,2094,قره قیشه,036163,6
15587,2095,بهجت آباد,029457,6
15588,2095,شیروانه ده,029470,6
15589,2095,احمدآباد,029616,6
15590,2095,الخلج,029618,6
15591,2095,باشکند,029620,6
15592,2095,پستکان,029622,6
15593,2095,پیرسلطان,029623,6
15594,2095,چرم خوران بالا,029627,6
15595,2095,چرم خوران سفلی,029628,6
15596,2095,چینی بلاغ,029629,6
15597,2095,دره چه/ دره چی,029633,6
15598,2095,سرخه/ سرخه ساروخلیل,029635,6
15599,2095,سرخه,029636,6
15600,2095,قپچا ق,029641,6
15601,2095,قزل احمد,029646,6
15602,2095,نوسا له,029655,6
15603,2095,ینگجه,029657,6
15604,2095,آغچه کهل رجبانلو,037786,6
15605,2095,تازه کند,037823,6
15606,2095,دیبکلو,037863,6
15607,2095,سلطا نگه,037873,6
15608,2095,شیخ بیگلو,037884,6
15609,2095,طبقلو,037891,6
15610,2095,علی گاو/ علی گو,037901,6
15611,2095,قره بلاغ,037913,6
15612,2095,قره چای نقشی,037915,6
15613,2095,کورملا,037939,6
15614,2095,گنبد,037952,6
15615,2096,آغچه کهل,029450,6
15616,2096,آغورآباد,029451,6
15617,2096,اشرف آباد,029452,6
15618,2096,باشسیزاوجان,029455,6
15619,2096,بنه کهل,029456,6
15620,2096,جوقان/ جوقان کوچک,029459,6
15621,2096,چرزه خون,029460,6
15622,2096,خیرآباد,029465,6
15623,2096,قلعه علیا,029476,6
15624,2096,موسی قیه ابوالحسن,029485,6
15625,2096,اسب آباد,029534,6
15626,2096,امرالله,029538,6
15627,2096,باش سیز,029542,6
15628,2096,بهادر,029543,6
15629,2096,پشیکلو,029545,6
15630,2096,تندرآغاج,029546,6
15631,2096,حسن کهل,029551,6
15632,2096,زنگبار,029554,6
15633,2096,قازانچای,029558,6
15634,2096,قره کوشن,029560,6
15635,2096,جوقان بزرگ,029719,6
15636,2096,حصار,029720,6
15637,2096,شاه میرس,029730,6
15638,2096,علیجان,037898,6
15639,2096,قوروقچی رود/ چای قوروقچی,037930,6
15640,2096,گل آخر,037944,6
15641,2097,ثمرخیزان,029547,6
15642,2097,متنق,029568,6
15643,2097,ایرانق,029711,6
15644,2097,سعیدآباد,029727,6
15645,2097,شبلی,029731,6
15646,2097,قزلجه میدان,029734,6
15647,2097,کندول,029741,6
15648,2097,ایستگاه فرستنده تلویزیون,333331,6
15649,2098,امین آباد,029539,6
15650,2098,قیصناب,029563,6
15651,2098,کزبین,029564,6
15652,2098,گله خانه,029566,6
15653,2098,نوجه ده کوه,029569,6
15654,2098,هراب,029571,6
15655,2098,ارشتناب,029701,6
15656,2098,اسفنگره,029703,6
15657,2098,الانق,029709,6
15658,2098,اعناب/ امن آب قدیم,029712,6
15659,2098,تازه کند,029714,6
